id;text;target;label;oldtarget
194;"Big data handling through automated dataflow : network performance analytics suite The subject of the thesis is big data handling and data visualization in NPAS
environment. The study deals with discusses about being able to monitor single
individual user equipment in network based on IMSI, which has not been done
yet in over the air testing of 5G. The purpose of this work was to create a new
kind of dataflow with IMSI mapping for test analytics in Nokia. OTA testing lacks
the ability to monitor single individual real UEs during testing, so Nokia?s OTA
teams needed a new tool for separating real UE data from other simulator generated traffic for analyzing KPIs on single UE level.
The study consists of a theory section and a practical section. First some background information is provided and after that comes section of mobile networks
followed by big data itself and tools used in thesis. Thesis was project-based, so
before the project itself, there comes section of test environment, which includes
parts dedicated to test line, TTI trace and NPAS.
The author created a fully automated dataflow from collecting TTI trace logs to
visualizing the data in Apache Superset. First TTI traces are collected and then it
is transferred via NiFi and decoded with Nokia?s internal TtiTraceHelper tool. After
that, decoded CSV files are parsed and modified via python script. Then those
new CSVs are sent to Apache Druid through Apache Kafka. Druid can easily
manage the data and forward it to Apache Superset for visualization. For separating the real UEs from other testing devices, the UE?s IMSIs are needed for
identification. IMSI provider server is used to collect those IMSIs, and they are
mapped together based on RNTIs which are included in both TTI trace and IMSI
provider server?s logs. The python parsing script is being used for the mapping.
The result was not as expected since IMSIs could not be mapped in every situation of testing. Some tools used in the thesis did not work as planned and only
some of the IMSIs could be mapped with TTI trace.
Almost all phases of work were done as trial and error to see how things turn out.
Usage of earlier mentioned tools came up as the project was progressing. Still a
lot of improvements can be done for the system such as optimization work and
data management.";1;NOKIA_COLLABORATION;1
195;"Internal test feature validation and usage in design testing The topic of this thesis was the validation and usage of internal test feature within System on Chip (SoC), commissioned by Nokia Oyj. The primary objective was to create a test specification for the capture insertion tool, validate the feature, and determine its use case in SoC validation.

The work involved creating a test specification for the feature and developing tests with Robot Framework to capture and insert data. These functionalities were tested in an Emulation environment. The capture function enabled capturing data from specified points within the data path, while the insertion function allowed inserting data into existing points.

The analysis was conducted using a Python-based tool to check key metrics such as Error Vector Magnitude, Time and Frequency Offsets, IQ/RF Power Levels, and Signal-to-Noise ratio or Modulation Error Ratio. The results highlighted the differences in performance metrics, identifying areas that required further debugging.

The result of this thesis was comprehensive understanding of the capture insertion tool?s operation and its benefits in SoC Validation, providing valuable insights into isolating, validating, and debugging individual subsystems within the SoC.";1;NOKIA_COLLABORATION;1
197;"Tuotetestausohjeiden p?ivitt?minen NEBS-vaatimusten mukaisiksi Opinn?ytety? tehtiin Nokia Oyj:lle Oulussa. Opinn?ytety?ss? laajensimme tuoteverifiointiorgani
saation kyvykkyytt? suorittaa NEBS-testausta, jotta jatkossa NEBS-testauskierroksia ei tarvitsisi 
teett?? muualla. Ty?n tavoitteena oli luoda NEBS-standardit t?ytt?v? mekaanisten tuotetestien oh
jedokumentti, testaustulosten raportointipohja, jota voitaisiin k?ytt?? ulkoisen toimijan auditoin
nissa. Lis?ksi ty?n tavoitteena oli testata mekaanisten tuotetestausohjeiden toimivuus k?yt?n
n?ss?. Testaaminen toteutettiin organisaatiossa ty?skentelev?n testaajan avustuksella, joka ei ollut 
aikaisemmin suorittanut ohjeissa mainittuja mekaanisia tuotetestej?.
 
Ty?n aikana selvitettiin perusteellisesti teoriaa, joka liittyi NEBS-testauksessa sovellettaviin stan
dardeihin. Kyseiset standardit m??ritteliv?t yksityiskohtaisesti, mit? vaatimuksia eri testien tuli t?yt
t?? sek? mill? tavoin testausmenetelm?t oli toteutettava, jotta testauksen katsottaisiin olevan suo
ritettu vaatimusten mukaisesti. Standardit toimivat selke?n? ohjenuorana testausohjeiden laatimi
sessa ja testausprosessin rakenteistamisessa.
 
Ty?n loppuvaiheessa laadittiin my?s erillinen testausraporttipohja, jota k?ytettiin testitulosten kir
jaamiseen ja esitt?miseen. T?m?n dokumentin sis?lt? perustui niin ik??n samoihin NEBS-standar
deihin, joissa oli m??ritelty tarkasti, mit? tietoja raportoinnin tuli sis?lt??. Raporttipohjan tarkoituk
sena oli varmistaa, ett? testitulokset esitet??n johdonmukaisesti, selke?sti ja arvioinnin kannalta 
riitt?v?ll? tarkkuudella, mik? tukee my?s auditoinnin ja mahdollisen p?tevyyden saavuttamisen 
edellytyksi?.
 
Opinn?ytety?n tuloksena saimme kasvatettua organisaatiomme tuotetestauskyvykkyytt?, joka oli
kin alussa m??ritelty tavoite. Opinn?ytety?n ansiosta organisaatio voi tehd? NEBS-tuotetestej? to
distetusti standardien mukaisesti ja voi todistaa asiakkailleen p?tevyytens?.";1;NOKIA_COLLABORATION;1
199;"Automated Testing and Monitoring System for Power Product Quality Assurance This thesis was about making an automated testing and monitoring tool for power supply units (PSUs) used in telecom cabinets. The work was done for Nokia Networks. The main goal was to create a tool that helps test PSU features quickly and reliably, so they meet quality standards before use in the field and also help with troubleshooting known issues with the PSUs.
At the start, different technologies were studied, such as Robot Framework for test automation, Python for writing custom test steps, and SNMP for talking to the devices. The automation tool was developed by creating reusable test steps, Python libraries, using Selenium for web automation, and API for firmware management and updates. The tests included verifying the firmware update process, testing the behavior of the power cabinet under different settings, automating configuration changes through the web interface, generating clear test reports, and storing measurement data in Excel charts. Special attention was given to testing the Virtual Power Plant (VPP) feature, which allows the PSU to help balance the electricity grid by switching between grid and battery power quickly.
The results showed that the new tool made PSU testing faster and more reliable. Automated tests covered many PSU features, and detailed reports helped find and fix problems.
In conclusion, the tool improved the quality assurance process for power products and saved manual work. In the future, a graphical user interface and real-time monitoring could be added. The solutions in this thesis can help with similar testing needs later on.";1;NOKIA_COLLABORATION;1
264;"React-Based Chatbot UI for Generative AI: a reusable and extensible framework for Nokia R&D The explosive development of Artificial Intelligence (AI) has revolutionized human-computer interaction, with intelligent chatbots emerging as a pivotal technology in the digital landscape. In this thesis, a React-based chatbot user interface framework is developed for integration within Nokia's research and development teams. The framework aims to create a reusable and expandable solution for leveraging powerful Large Language Models (LLMs) within Nokia, particularly by addressing internal operational requirements and private data protection. 
The primary objective is to create a chatbot that leverages Large Language Models (LLMs) to give users easy access to Nokia's internal knowledge base in addition to replicating conversational Artificial intelligence capabilities. The framework emphasizes scalability, simplicity of customization, and successful interaction with current Nokia platforms by leveraging React, NodeJS, Express and Docker technologies. This work sets the groundwork for future artificial intelligence-driven products at Nokia by advancing the theoretical understanding of chatbot generation and practical applications in artificial intelligence systems.
By documenting both the architectural decisions and the deployment pipeline, the thesis provides a template that other internal teams may use when developing or scaling secure, AI-driven chat interfaces. This study thus contributes useful insights and a framework for advancing enterprise-grade conversational AI applications.";1;NOKIA_COLLABORATION;1
368;"Machine learning-based prediction of RSRP in cellular networks Proactive mobility management represents an important driver of reliable connectivity within fifth generation (5G), beyond-5G (B5G), and future sixth generation (6G) networks. In these contexts, dense networks create difficulties for traditional reactive handover (HO) solutions. These HO decisions are largely dependent on reference signal received power (RSRP), and therefore precisely predicting future RSRP measurements can support more intelligent HOs. Industrial stakeholders, such as Nokia, are at the forefront of research efforts related to standardization within the 3rd Generation Partnership Project (3GPP) environment. In addition, they are investigating artificial intelligence and machine learning (AI/ML) techniques to enhance radio resource management (RRM).

This thesis presents an industry-driven case study done in collaboration with Nokia, which utilizes real-world drive-test measurement data.  The thesis evaluates the feasibility of low-complexity ML models to predict RSRP by utilizing only the raw time series measurements and without relying on any auxiliary data. The models tested are linear regression (LR), random forest (RF), and k-nearest neighbors (KNN), which are evaluated under multiple realistic train-test strategies and are compared against the sample-and-hold (SnH) baseline. This approach reflects the practical constraints that are often present in real networks.

The results indicate that simple ML models generally struggle to outperform the SnH baseline in most generalized prediction tasks. However, in some more restricted scenarios, e.g., UE-specific and site-specific prediction, the RF model achieves modest and yet consistent improvements when compared to SnH. These results suggest that even though low-complexity ML models might be limited in their capacity to generalize, they can provide appreciable gains in UE and site-specific environments. These findings are also largely consistent with industry views and support current 3GPP efforts in optimizing prediction accuracy and feasibility in proactive mobility management solutions by companies like Nokia.";1;NOKIA_COLLABORATION;1
394;"Something that connects people: Pluralising the Nokia design archive through social remembering Archives are documentary by-products generated in activities of both individuals and collectives. They are crucial actors in safeguarding individual and social memory and promoting democracy. Thus, accessibility is an integral part of archival preservation. Since the turn of the millennium, digitisation has been considered a transformative tool for both preservation and access. 

However, accessibility is not a natural outcome of digitality. For one thing, digital obsolescence affects the stability of records. For another, the design of digital interfaces often disguises the assumptions and biases of the process. Furthermore, existing archival user research has predominantly focused on academic users and their archival research experiences, which limits the possibility of reading wider archival users.

Combining Stuart Hall?s notion of ?living archive? and the Records Continuum Model, this thesis recognises the plurality in interpreting archival materials and the possibility of using them outside academic settings. I conducted a single-case study on the Nokia Design Archive, exploring the potential for the archive to engage the public through social remembering.

For this thesis, I introduced the concept of ?social rememberer?, referring to the group of users who are neither experienced archival researchers nor the creators of the records (i.e., Nokia designers), yet are curious about the archive because of their previous experiences with Nokia?s design products. I studied six social rememberers? explorations with the archive through semi-structured interviews. In addition, I designed a set of interview probes, A Souvenir from Your Memory, to elicit their recollections and prompt the discussion about archival pluralisation.

The reflexive thematic analysis reveals three main themes: (1) dimensions of remembering, (2) navigating between memory and archival logic, (3) embedding the archive into its social life. These findings together addressed the research questions of this thesis. Firstly, rememberers do not only rely on their memories and experiences with Nokia?s design when exploring the archive. Their present interest and expertise eventually enriched their journey in the archive. Secondly, the major challenges for rememberers are the mismatch between archival vocabulary and their everyday language, the technical limitations of the current digital portal, and the communication of archival boundaries. Four design opportunities were proposed during the discussion: (1) creating visual pathways, (2) linking contextual information, (3) presenting a curated storyline, and (4) enabling natural language interactions. However, these proposals should be further evaluated before implementation. Lastly, these findings together present the possibility of linking this archive with other collections and knowledge sources, which implies the importance of interoperability in archival pluralisation.

This thesis contributes to the field of digital cultural heritage and archival user study, focusing on the dynamics between social remembering and archival interfaces. In addition, my design for the interview probe, A Souvenir from Your Memory, explored interdisciplinary and participatory techniques in archival user research. The format and learnings can be utilised by other practitioners and researchers in the field of digital cultural heritage, open knowledge, and possibly material culture.";0;NOKIA_COLLABORATION;1
395;"Implementation and evaluation of 5G network slicing and URSP in a physical test environment As mobile technologies advance and the number of connected devices increases, communication networks must continuously evolve. To meet the needs of mobile technologies 5G network introduces a new enhanced core and RAN architecture. A key innovation this new architecture enables is network slicing, which allows the network to be divided into virtual slices, each optimized for specific use cases such as autonomous driving, UL or DL prioritization, ultra-low latency applications, or security-prioritized communications.

Another key innovation is the User Equipment Route Selection Policy (URSP), which enables users to subscribe to specific network slices based on their needs, providing enhanced connectivity for applications such as secure work profiles or high-speed gaming. These new 5G technologies improve the overall data speed and delay and provide new use cases in automation and factories with ultra-reliability and consistency in the network.

This thesis plans and implements a new gNB configuration file to Nokia's physical 5G test environment. The reason for creating a new gNB configuration file is to implement network slicing and standardize the configuration file architecture among the Nokia FiVe test network. The new configuration is tested with a few special slices, including URSP technology and Nokia 5G 360 camera use cases, where the benefits of sliced network architecture are shown.

In both measurement cases with special slices, we compared the device capabilities in the network between the default slice and the special slice dedicated to the device data traffic. In the measurements, we see a clear difference between the default slice and low latency slice performance when using the Nokia 5G 360 camera as a testing device. With the URSP test, we can see a clear difference in DL throughput values between two applications in the same UE. The application dedicated to a special slice got a consistent network connection, while the application in the default slice got a lot of variance in the throughput.";1;NOKIA_COLLABORATION;1
396;"Predicting trajectories of peripheral agents for safe mobile robot navigation in industrial environments This thesis investigates short-horizon trajectory prediction of surrounding agents (humans and robots) as a proposed enabler for safer, more efficient control of Autonomous Mobile Robots (AMRs) in industrial environments. Conducted at Nokia Bell Labs, the work leverages the company?s Autonomous Robot Orchestration Solution, which provides factory-wide situational awareness, enabling trajectory predictions to be fed into the controller for collision anticipation.

A reproducible pipeline is developed and evaluated to produce explainable predictions for the controller, suitable for future certification. The pipeline includes video-based detection and homography transformation, data filtering, deterministic predictors (Constant Velocity; Constant Turn-Rate and Velocity), and a proposed hybrid physics-aware method under development that seeks to balance interpretability and adaptability.

Models are assessed on public pedestrian datasets and on in-house recordings of human and robot motion using Average Displacement Error (ADE) and Final Displacement Error (FDE) metrics. Results are reported as distributions; the acceptable accuracy range ultimately depends on safety margins to be specified in relevant safety standards and controller requirements. Within this evaluation, deterministic baselines provide strong short-horizon reference points. The proposed hybrid method has been iteratively improved and currently shows advantages over the baselines on the robot-motion dataset, whereas performance on pedestrian datasets and particularly on long-horizon FDE remains challenging.

Overall, the pipeline is intended for integration with Nokia Bell Labs? orchestrator to enable anticipatory safety in multi-agent, dynamic industrial environments.";1;NOKIA_COLLABORATION;1
447;"Suunnattu maksuton osakeanti: erityisen painavan taloudellisen syyn arviointi yhti?n edun valossa Tutkielman tarkoituksena on tarkastella suunnatun maksuttoman osakeannin aineellisena edellytyksen? olevan erityisen painavan taloudellisen syyn merkityst? ja arviointia. Tutkielmassa selvitet??n, mit? erityisen painavalla taloudellisella syyll? tarkoitetaan osakeyhti?oikeudessa, sill? lains??d?nt? ei anna k?sitteelle t?sm?llist? m??ritelm??. Syyn painavuutta tarkastellaan suhteessa suunnatun osakeannin aineelliseen edellytykseen eli painavaan taloudelliseen syyhyn sek? osakeyhti?laissa vahvistettuihin yleisiin periaatteisiin.

Aineellisen edellytyksen ohella tutkielmassa analysoidaan suunnattuja osakeanteja koskevaa p??t?ksentekoa yhti?n johdon fidusiaaristen velvollisuuksien n?k?kulmasta. Tarkoituksena on arvioida, mill? perusteilla yhti?n johto voi katsoa painavan tai erityisen painavan taloudellisen syyn t?yttyneen ja miten t?t? koskevista perusteluista tulisi tiedottaa osakkeenomistajille hyv?n arvopaperimarkkinatavan mukaisesti. Oikeuskirjallisuuden, Fortum Oyj:n ja Nokia Oyj:n tapausesimerkkien sek? korkeimman oikeuden ratkaisun KKO 2018:19 perusteella esit?n tulkintaohjeistuksen painavan ja erityisen painavan taloudellisen syyn arvioinnista yhti?n edun ja yhti?n johdon fidusiaaristen velvollisuuksien valossa.

Johtop??t?ksen? esit?n, ett? syyn painavuus on luonteeltaan dynaaminen k?site. Osakeannin suuntaaminen edellytt?? aina ? sen toteutustavasta ja tarkoituksesta riippumatta ? yhti?n edun mukaista ja hyv?ksytt?v?sti perusteltua syyt?. Erityisen painavan taloudellisen syyn arviointi on kaksivaiheinen: ensinn?kin on tunnistettava suuntaamisen perusteena oleva tyyppitapaus tai muu k?ytt?tarkoitus, ja toiseksi on osoitettava, ettei tavoiteltua lopputulosta ole mahdollista saavuttaa osakkeenomistajien taloudellista yhdenvertaisuutta v?hemm?n loukkaavin keinoin.";0;NOKIA_COLLABORATION;1
450;"Network element credential verification in MantaRay NM Computer networks are a central part of critical infrastructure in modern society. At their current scale, networks have become so complex and extensive that, without standardized network management functions and systems, maintaining their operation and reliability would be extremely challenging. This thesis explores network management (NM), with a particular focus on Nokia's Network management system (NMS), MantaRay NM. The goal of this work is to develop a test automation program for MantaRay NM, which will verify the correctness of the credentials entered for network elements within the management system.

The thesis is divided into two parts. The first part involves a literature review on network management and the MantaRay NM system. This review also includes an examination of MantaRay NM's internal application, Network Element Access Control (NEAC), and the network protocols it uses, which are essential for implementing the test automation program. The literature review revealed that network management is guided by standards such as ITU-T X.700: Management Framework for Open Systems Interconnection (OSI) for CCITT applications. This standard defines five key network management functions, which can be implemented using various protocols, such as the Simple Network Management Protocol (SNMP). These network management functions are utilized in network management systems to monitor and maintain various network elements, such as 4G and 5G base stations and the networks they form.

The second part of the thesis focuses on the development of the test automation program using the Python programming language. The purpose of this program is to retrieve the credentials entered into NEAC for different protocols and test their functionality on the network elements. The program identifies which protocols have been assigned to a selected network element in NEAC and indicates which protocols passed the tests and which did not. This information is valuable for troubleshooting during the integration of network elements.

The result of this work is a functional test automation program that, in addition to protocol-specific test functions, includes features such as logging and error handling. The program effectively identifies potential error-prone points during troubleshooting. Test functions for five of the most used protocols have been implemented, and in the future, the testing capabilities could be expanded to cover a larger number of protocols, further automating the troubleshooting process.";1;NOKIA_COLLABORATION;1
6;Hankintatoiminnan merkitys osana yritystoimintaa : kustannustehokas hankintatoimi The aim of this thesis was to study the meaning of procurement in business. The purpose of this thesis was to study the effects of procurement in business and to find out what procurement is and how it is implemented. An interview form was prepared for a company, whose name is kept in secret at their request. This thesis includes a secret appendix. The research questions extensively cover various aspects of procurement that affect the company?s results. The thesis starts with a theory section, where I discuss procurement as extensively as possible by dividing the whole into smaller parts. The research questions in this thesis are ?What is procurement?? ?How is procurement managed, implemented and monitored?? Procurement was selected as the topic of the thesis because it has major impacts on business and the topic already interested me in the procurement course.;0;NO_INDICATION_OF_COLLABORATION;0
