id;text;target;label;title;university;author;nokia_score;link;nokia_reasons
42;"Kiertotalouden ekosysteemit ja ekoinnovaatiot The thesis examines the types of circular economy ecosystems and eco-innovations that have been established, as well as the projects that have been developed or are being developed around them in the coming years. The thesis also examines the role of digitalization in circular economy projects and the importance of artificial intelligence in innovating, establishing ecosystems and analysing data challenges in cooperation with other actors. The study was commissioned by the DAVE- project whose goal is to establish data-based innovation environments that would enable organizations to change their own operations in a more sustainable and environmentally friendly direction by utilizing digitalization. The project develops the circular economy in cooperation with other actors by exchanging data and information. 
Dozens of circular economy ecosystems were found therefore the research was carried out using different data management methods and comparative research. Artificial intelligence also played a significant role in the acquisition and structuring of material. One form of the research was to utilize artificial intelligence in the identification of eco-innovations. The research made extensive use of material found on the Internet and scientific publications. 
The results of the research revealed that numerous circular economy ecosystems and eco-innovations have been developed, and more projects and innovations are continuously being developed around these themes. There is a wide demand for the subject even outside Finland, and the work is done in a multidisciplinary manner between countries widely across Europe. The work is done in cooperation between different operators and the aim is to reach a result where each operator would benefit from the projects. The research results are also valuable for the DAVE- project, offering direction for its development and highlighting ways it could be further refined to help companies in the future.";0;NO_INDICATION_OF_COLLABORATION;Kiertotalouden ekosysteemit ja ekoinnovaatiot;Hameen UAS;Kangasniemi, Sarianna;0;https://www.theseus.fi/handle/10024/881684;"[""No Nokia mention""]"
43;"Koivuangervon, syyshortensia ’Grandifloran’ ja lamoherukan kantavalintakokeet 2024–2027 1980-luvulla Suomen taimitarhatuotannossa oli merkittäviä ongelmia, jotka johtivat KESKAS-tutkimuksen perustamiseen. KESKAS-tutkimuksen tavoitteena oli tuonnin rajoittaminen ja kotimaisen taimituotannon laadun kehittäminen. Vuonna 1997 KESKAS-tutkimuksessa löydettyjen suositeltavien kasvikantojen pohjalta luotiin FinE-tavaramerkki, joka merkitsee suomalaista valiolaatua.

Tämä opinnäytetyö tehtiin Taimistoviljelijät ry:n toimeksiannosta, ja sen tavoitteena oli perustaa kantavalintakoe FinE-statuksen saaneiden kasvikantojen uudelleenarvioimiseksi. Tutkimuksen kohteiksi valittiin koivuangervo, syyshortensia ’Grandiflora’ ja lamoherukka. Koepaikat perustettiin Pinsiön taimistolle, Toijalan taimitarhaan ja Ahosen taimistolle. Taimimateriaali kokeeseen saatiin Pinsiön taimistolta, Toijalan taimitarhalta, Ahosen taimistolta, Puutarha Tahvosilta, Wickmanin taimistolta ja Maisematukulta.

Opinnäytetyön painopiste oli toimivan koejärjestelyn suunnittelussa, kasvien hoito- ja havainnointiohjeistusten laatimisessa sekä kasvikantojen taustaselvityksessä. Työhön sisältyi myös istutustyö ja istutuskarttojen laadinta. Havainnointiohjeistuksessa määriteltiin seurattaviksi ominaisuuksiksi kasvien kasvuunlähtö, kasvunopeus, peittävyys, kukinta, koristearvo, talvenkestävyys sekä kestävyys kasvitautien ja tuholaisten suhteen. Lisäksi merkitään ylös lehtien puhkeamisen, ruskaantumisen, kukinnan ja lehtien varisemisen ajankohdat. Vuonna 2025 havainnointi aloitetaan, ja siitä vastaavat koepaikkojen taimistot. Tutkimusta jatkaa vuonna 2026 toinen opiskelija.

Kantavalintakoe toteutettiin 3 x 3 kokoisen latinalaisen neliön koeasetelmalla. Tämä koeasetelma valittiin, koska se soveltuu hyvin pelto-olosuhteisiin. Sen avulla voidaan poissulkea reunavaikutus ja poistaa maaperän kahdessa eri suunnassa esiintyvien vaihtelujen vaikutus koetuloksiin. Pienen virhetermin vapausasteluvun vuoksi kullekin kasvilajille lisättiin kuusi itsenäistä toistoa, mikä nosti sen tutkimuksen kannalta riittävän isoksi.";0;NO_INDICATION_OF_COLLABORATION;Koivuangervon, syyshortensia ’Grandifloran’ ja lamoherukan kantavalintakokeet 2024–2027;Hameen UAS;Välitalo, Ammi;0;https://www.theseus.fi/handle/10024/877455;"[""No Nokia mention""]"
44;"Miten kielen kehitystä tuetaan varhaiskasvatuksessa? Opinnäytetyö toteutettiin laadullisena tutkimuksena, ja sen tarkoituksena oli selvittää, miten kielen kehitystä tuetaan varhaiskasvatuksessa. Tavoitteena oli saada tietoa siitä, millaisia keinoja ja menetelmiä varhaiskasvatuksen kasvatushenkilöstö käyttää lapsen kielen kehityksen tukemisessa sekä mitä merkitystä kasvattajien ja lasten välisellä vuorovaikutuksella on. Opinnäytetyön tilaajana toimi Nokian kaupunki.  
Tietoperustana avattiin kielen kehitystä varhaislapsuudessa sekä kielen kehityksen tukemista varhaiskasvatuksessa. Tietoperustassa hyödynnettiin varhaiskasvatussuunnitelman perusteita, varhaiskasvatuslakia, tutkimusperustaista kirjallisuutta ja verkkolähteitä sekä pro gradu -tutkielmia. Laadullisen tutkimuksen aineisto kerättiin Webropol-kyselylomakkeella varhaiskasvatuksen henkilöstöltä. Kyselyn avulla selvitettiin vastausta kahteen tutkimuskysymykseen: “Miten varhaiskasvattajat tukevat lasten kielen kehitystä?” sekä “Miten vuorovaikutus arjen tilanteissa tukee lasten kielen kehitystä kasvattajien näkemysten mukaan?”. Kysely koostui avoimista kysymyksistä, joihin saatiin 12 vastausta. Aineisto analysoitiin teemoittelemalla.
Opinnäytetyön tulokset jaettiin kahteen alalukuun, joissa käsiteltiin kielen kehityksen tukemista käytännössä sekä vuorovaikutusta arjen tilanteissa. Tutkimuksen aineistosta ilmeni kielen kehityksen tukemisessa käytettävistä menetelmistä keskeisimpinä loruttelu, kirjojen lukeminen, laulaminen ja suujumppa. Lisäksi vastaajat pitivät tärkeänä selkeän puheen käyttöä ja sanoittamista arjen tilanteissa. Tulokset osoittivat, että varhaiskasvatuksessa hyödynnetään myös kuvatukea, kuten kuvakortteja ja kuvallisia ohjeita. Arjen vuorovaikutustilanteiden koettiin olevan merkittäviä hetkiä lapsen kielen kehityksen tukemisessa. Näissä tilanteissa lapsen kanssa ollaan usein kahden kesken tai pienryhmässä, mikä mahdollistaa yksilöllisen kielellisen vuorovaikutuksen. Tulosten perusteella kasvattajat kokivat oman toimintansa ja vuorovaikutustapansa olevan merkittäviä lapsen kielen kehityksen tukemisessa. Yllättäen kyselyn vastauksissa ei mainittu lainkaan kielen kehityksen havainnointia ja dokumentointia.";0;NO_INDICATION_OF_COLLABORATION;Miten kielen kehitystä tuetaan varhaiskasvatuksessa?;Hameen UAS;"Aho, Milla; Viljanen, Karita";0;https://www.theseus.fi/handle/10024/897687;"[""No Nokia mention""]"
45;"""Mitä sinulle kuuluu?"" : vastavuoroinen vuorovaikutus ensihoitotyössä Työhyvinvoinnin tutkiminen ja kehittäminen korostuu entistä enemmän sosiaali- ja terveysalan jatkuvassa muutoksessa, jotta muutoksista huolimatta työn pitovoima säilyy. Ihmiset kokevat merkitykselliseksi tekijäksi psyykkiselle työhyvinvoinnille hyvät vuorovaikutussuhteet kollegoihinsa ja esihenkilöihinsä. Opinnäytetyön toimeksiantajana toimi Pirkanmaan hyvinvointialue. Opinnäytetyössä perehdyttiin Pirkanmaan hyvinvointialueen ensihoitopalvelun omatuotannossa työskentelevien ensihoitajien ja heidän lähiesihenkilöidensä väliseen, psyykkistä työhyvinvointia tukevaan vuorovaikutukseen ja palautteenantoon. Opinnäytetyön tarkoituksena oli selvittää ensihoitajien näkemyksiä vastavuoroisesta vuorovaikutuksesta ensihoitajien ja lähiesihenkilöiden välillä sekä selvittää toimintatapoja vuorovaikutuksen kehittämiseksi ja psyykkisen työhyvinvoinnin edistämiseksi. Tavoitteena oli lisätä esihenkilöiden tietämystä keinoista, joiden avulla ensihoitajat toivoisivat vastavuoroista vuorovaikutusta ja palautteenantoa kehitettävän, ja sitä kautta myös parantaa ensihoitajien psyykkistä työhyvinvointia. 
Opinnäytetyö toteutettiin laadullisena kyselytutkimuksena. Aineisto kerättiin Webropol-kyselyllä elo-syyskuussa 2024. Kyselylinkki jaettiin sähköpostilla henkilöstölle ja kyselyyn vastasi 27 ensihoitajaa. Laadullisen analyysin muoto opinnäytetyössä on induktiivinen päättely. Analyysissä ei käytetty luokittelurunkoa vaan luokittelu tehtiin aineistoon pohjaten. 
Tulokset osoittavat, että ensihoitajat kokevat yhdeksi tärkeimmäksi psyykkistä työhyvinvointia lisääväksi tekijäksi lähiesihenkilön kiinnostuksen heidän kuulumisistaan. Ensihoitajat kokevat, että arkiset kohtaamiset ja matalankynnyksen vuorovaikutustilanteet lisäävät luottamusta lähiesihenkilöä kohtaan ja madaltavat kynnystä lähestyä lähiesihenkilöä tilanteessa kuin tilanteessa. Lähiesihenkilöiltä saatu rakentava, välitön ja säännöllinen palaute on ensihoitajien mielestä merkityksellistä ja psyykkistä työhyvinvointia edistävää. Tulosten perusteella ensihoitajat toivovat ensisijaisesti kasvokkain tapahtuvia vuorovaikutus- ja palautteenantotilanteita lähiesihenkilön kanssa. Opinnäytetyössä saatuja tuloksia voidaan hyödyntää Pirkanmaan hyvinvointialueen ensihoitopalvelun omatuotannossa lähiesihenkilöiden ja henkilöstön välisen vuorovaikutuksen ja palautteenannon kehittämisessä. 
Toimintatapoina vuorovaikutuksen ja palautteenannon mahdollistamiseksi lähiesihenkilöt voisivat esimerkiksi kiertää ensihoidon asemapaikoilla tapaamassa ensihoitajia sekä mahdollisuuksien mukaan huomioida ensihoitajien tapaamisen resurssisuunnittelussa. Mikäli kasvokkain tapaaminen ei säännöllisesti ole mahdollista, tulisi vuorovaikutuksen ylläpitämiseksi hyödyntää muita viestintäkanavia, joista ensisijaisena toivottiin puhelimitse tapahtuvaa yhteydenpitoa. Kerran vuodessa järjestettävä kehityskeskustelu ei riitä luomaan ja ylläpitämään vastavuoroista vuorovaikutussuhdetta ensihoitajan ja lähiesihenkilön välillä. Liian harvoin tapahtuva yhteydenpito ei tue psyykkistä työhyvinvointia.";0;NO_INDICATION_OF_COLLABORATION;"""Mitä sinulle kuuluu?"" : vastavuoroinen vuorovaikutus ensihoitotyössä";Hameen UAS;"Ahlfors, Iida; Kallio, Pauliina";0;https://www.theseus.fi/handle/10024/880706;"[""No Nokia mention""]"
46;"Luontoarvot muuttuvassa kaupungissa : luonnon monimuotoisuusarvojen vahvistaminen Turun  kaupunkikehitysprosessissa Biodiversity loss is escalating, and one of the reasons is human activity, especially land-use change. The City of Turku has several ambitious objectives and programmes to protect nature. For instance, according to its Biodiversity Programme, Turku aims to improve its urban development processes by considering and preserving natural values. However, conveying the natural values in the process seems to deteriorate as it progresses. This thesis was commissioned by the Environmental Protection Services Unit of Turku. First, the aim was to explore the possibilities to enhance biodiversity in the urban development processes and to provide more information to support the goals and measures of the city’s Biodiversity Programme. Second, the study results were to be beneficial for the multiprofessional team participating in the urban development processes. And third, the natural values should be introduced to be considered in the processes all the way to the implementation and maintenance. 

The thesis introduced the urban development processes from city planning and designing to implementation and execution. Additionally, the maintenance was part of the process phase. The planning of the local detailed plan was also described in the thesis. Furthermore, the knowledge base of the thesis consisted of the values of nature and the means to preserve and to measure them in an urban environment. Information was sought from various reports, books and other scientific publications. The actual research data was acquired by interviewing three specialists participating in the urban development processes from different units of the urban environment services of Turku: City Planning, Regional Construction Management of Urban Environment and Environmental Protection. The research method was a semi-structured individual interview, and the data was analysed using qualitative content analysis. Due to the expertise of the interviewees, the results can be used to develop the urban development processes in Turku and in other cities.

The interviews were successful in introducing several proposals for improving the urban development processes. According to the interviewees, closer cooperation between different units and clearer guidelines and policies would be needed. The starting point could be commonly shared goals required by the higher administration. Based on the collected material, the processes could benefit from more metrics and indicators for natural values. In addition, more information and training on biodiversity issues could be included. In the future, discussion about how to improve the urban development processes from the biodiversity perspective, cooperation between units to find new ideas or to conduct a survey on the topic could be arranged. Nevertheless, bold decisions are needed, and natural values should be a priority in the urban development processes, if biodiversity is to be increased and preserved.";0;NO_INDICATION_OF_COLLABORATION;Luontoarvot muuttuvassa kaupungissa : luonnon monimuotoisuusarvojen vahvistaminen Turun  kaupunkikehitysprosessissa;Hameen UAS;Kähkönen, Helka;0;https://www.theseus.fi/handle/10024/883825;"[""No Nokia mention""]"
47;"Industrial Robotics in Logistics : possibilities to utilise collaborative robotics in 3PL operations This thesis aimed to investigate the use of collaborative robotics in the kitting process within a warehouse operation at DHL Supply Chain Finland Oy, where kitting plays a crucial role in the overall operation. The company's 2025 and 2030 strategic periods emphasise digitalisation and the opportunities it presents. The study also aimed to gather information on industrial robotics, understand their potential for improving operations, and analyse the necessary changes and their impacts. The practical goal was to introduce new technology to the office by testing robotics on-site.

The research was conducted using a multi-method approach, incorporating both qualitative and intervention research methods. At the beginning of the research project, three research questions were defined and explored through the study of collaborative and industrial robotics, screwdriving and packaging automation, market offerings, and kitting processes, alongside a pilot trial conducted in the company's facilities. Qualitative data collection involved document analysis, literature review, and process observation. At the same time, interventional research methods were used in the pilot trial to test practical applications, evaluate results, and propose new process solutions.

Findings indicate that collaborative robotics is suitable for automating screwdriving and packaging tasks with minimal process changes. The market offers a range of collaborative robots, tools, and supporting equipment for these processes. The pilot trial revealed that further research and investment are needed for implementation and adoption, which were identified as key areas for development.

In conclusion, automating screwdriving and packaging with collaborative robotics is feasible, but additional research and investment are required from both the company and its customers. The Proof of Concept (PoC) approach used in the pilot trial assessed general applicability, though testing conditions were not fully optimised.";0;NO_INDICATION_OF_COLLABORATION;Industrial Robotics in Logistics : possibilities to utilise collaborative robotics in 3PL operations;Hameen UAS;Parkkinen, Ismo;0;https://www.theseus.fi/handle/10024/896544;"[""No Nokia mention""]"
48;"Junaliikenteen sektoroinnin kehittäminen Tämän opinnäytetyön tarkoituksena oli selvittää sektoroinnin esittämiseen liittyvät haasteet ja ongelmakohdat, sekä laatia toimenpide-ehdotukset niiden ratkaisemiseksi. Lisäksi tavoitteena oli tutkia mahdollisia uusia toteutustapoja sektoroinnin esittämiseen ja siitä matkustajille tiedottamiseen Fintraffic Raiteen tuottamassa rautateiden matkustajainformaatiojärjestelmässä. Opinnäytetyö tehtiin Fintraffic Raiteen toimeksiannosta.

Sektorointijärjestelmään liittyviä haasteita selvitettiin haastattelemalla Fintraffic Raiteen, Väyläviraston, VR:n, HSL:n ja Rambollin edustajia sekä esteettömyyden parissa työskenteleviä asiantuntijoita. Työn yhteydessä toteutettiin junamatkustajille suunnattu kysely, jossa selvitettiin matkustajien kokemuksia nykyisen sektoroinnin toimivuudesta ja ajatuksia uusista kehittämismahdollisuuksista. Haastattelujen, aikaisempien asiakaspalautteiden, laiturialueella tehtyjen havaintojen ja kyselyn pohjalta tunnistettiin useita osa-alueita, jotka aiheuttavat sen, että sektorointi ei jokaisessa tilanteessa toimi oikein tai se ei ole helposti ymmärrettävissä.

Työssä selvitettiin ja vertailtiin eri Euroopan maissa käytössä olevia sektorointijärjestelmiä. Selvitykset toteutettiin pääasiassa haastattelemalla kyseisten maiden sektorointijärjestelmien parissa työskenteleviä henkilöitä. Näistä maista saatuja esimerkkejä hyödynnettiin toimenpide-ehdotuksissa nykyisten ongelmakohtien ratkaisemiseksi ja työssä selvitettyjen kehittämismahdollisuuksien toteuttamis- ja esittämistavoiksi.

Nykyisen sektoroinnin parantamiseksi suositeltiin merkittävimpänä toimenpiteenä kauko- ja lähiliikenneasemien sektoreiden pituuksien yhtenäistämistä ja sen myötä nykyisten sektoreiden määrän lisäämistä. Tämä isompi muutos olisi hyvä toteuttaa Fintraffic Raiteen matkustajainformaatiojärjestelmän seuraavassa suuremmassa uudistuksessa 2030-luvun vaihteessa. Tätä ennen ehdotettiin toteutettavaksi pienempiä täsmällisyyttä parantavia muutoksia, kuten kaukojunien pysähdyspaikan täsmällisempää osoittamista nykyisiä pysähdyspaikkamerkkejä päivittämällä. Raidenäytölle suositeltiin tuotavaksi uusia ominaisuuksia tarjoamaan parempaa tietoa junan pysähtymisalueesta ja junassa olevista palveluista, kuten lähijunien täyttöasteen ja esteettömän vaunun pysähdyspaikan esittäminen.

Sektorointijärjestelmän eri osa-alueista vastaavat Väylävirasto tai Fintraffic Raide, joten sektoroinnin kehittäminen vaatii yhteistä kehitystyötä. Tärkeä on pitää kehitystyössä mukana matkustajat sekä tarvittavilta osin myös muut sidosryhmät. Täsmällinen ja helposti ymmärrettävä sektorointi sujuvoittaa matkustajien junaan nousua ja parantaa junaliikenteen täsmällisyyttä.";0;NO_INDICATION_OF_COLLABORATION;Junaliikenteen sektoroinnin kehittäminen;Hameen UAS;Ahonen, Aleksi;0;https://www.theseus.fi/handle/10024/880980;"[""No Nokia mention""]"
49;"IMAGINE – Imagine the Metaverse:  tapahtuman tuotantoprosessien kehittäminen The need for this thesis arose from the necessity to optimise the production processes of the Imagine the Metaverse event, which was first held in 2024 with a new concept.  Challenges were encountered in the implementation of the event already in the basic aspects of event production. This highlighted the need to review the processes and consider more effective solutions for the event's production. 

The objectives were to assess the current state of the event production processes and identify areas for improvement in production and management, finance, and partnerships. The aim was also to present concrete development suggestions to enhance the event's efficiency and ensure its vitality in the future.  The theoretical part of the thesis examines the significance of events and development principles, as well as the role of organisational management. It also reviewed the principles strongly supporting the event's alignment with the strategy of the City of Tampere.

The thesis was conducted as a qualitative case study, collecting data through observation, interviews, benchmarking and document analysis. Content analysis was used to form a comprehensive view of the challenges and opportunities in the production processes.

The findings indicate that the main challenges in the event's production processes are related to strategic and operational management deficiencies, internal communication issues and partial underutilisation of partnerships. As a result there were five development suggestions formed that included clearer definition of roles and responsibilities, improvement of communication processes and a more flexible and diverse partnership model.

The thesis produced new insights into developing event production processes for the event industry. The development suggestions aim to improve the Imagine the Metaverse event production by building a more sustainable foundation for future events.";0;NO_INDICATION_OF_COLLABORATION;IMAGINE – Imagine the Metaverse:  tapahtuman tuotantoprosessien kehittäminen;Humanistinen UAS;Stortz, Jessica;0;https://www.theseus.fi/handle/10024/879434;"[""No Nokia mention""]"
50;"Miten johtaa eri sukupolvia teollisuudessa? : työkaluja esihenkilöille motivaation ja sitoutumisen tukemiseen Tämä opinnäytetyö on tutkimuksellinen kehittämistyö, joka tuottaa esihenkilöille suunnatun oppaan eri sukupolvien johtamisen tueksi. Työssä kehitetään ymmärrystä eri sukupolvien motivaatiosta ja sitoutumisesta työelämässä sekä tarkastellaan johtamisen keinoja, joilla esihenkilöt voivat tukea monimuotoista työyhteisöä. Työ on toteutettu metsäteollisuuden organisaatiossa, jossa on tunnistettu erityisesti nuorempien työntekijöiden sitoutumiseen liittyviä haasteita. 

Teoreettinen viitekehys rakentuu sisäisen ja ulkoisen motivaation erotteluun, Reissin motivaatioteoriaan, itsemääräämisteoriaan sekä Allenin ja Meyerin sitoutumismalliin. Lisäksi työssä hyödynnetään tunneälyä ja empatiaa korostavan johtamisen näkökulmaa. Nämä teoriat tarjoavat viitekehyksen ymmärtää, miten eri sukupolvien odotukset ja työelämäarvot vaikuttavat työn merkityksellisyyden ja sitoutumisen kokemukseen. 
Kehittämistyö toteutettiin monimenetelmällisesti: työntekijöille ja esihenkilöille suunnattiin Webropol-kyselyt, joiden avulla selvitettiin eri sukupolvien motivaatiotekijöitä ja sitoutumiseen vaikuttavia kokemuksia. Lisäksi toteutettiin esihenkilöille suunnattu työpaja ja hyödynnettiin benchmarking-tietoa sekä organisaation aiemmin kerättyä henkilöstöaineistoa. 

Tulosten perusteella nuoremmat sukupolvet (Y- ja Z-sukupolvet) korostavat työssään joustavuutta, työn merkityksellisyyttä ja mahdollisuuksia palautteeseen ja kehittymiseen. Vanhemmat sukupolvet (X-sukupolvi ja sitä vanhemmat) arvostavat pysyvyyttä, työyhteisöä ja selkeyttä työssä. Esihenkilöiden näkökulmasta tärkeimmiksi kehittämiskohteiksi nousivat yksilöllinen kohtaaminen, tunneälyn kehittäminen ja käytännön työkalujen tarve. 

Kehittämistyön tuotoksena syntyi esihenkilöille suunnattu opas, joka tukee eri-ikäisten työntekijöiden sitouttamista, motivaation vahvistamista ja sukupolvien välistä vuorovaikutusta. Työn tuloksia voidaan hyödyntää tilaajaorganisaation lisäksi myös muissa teollisuusalan työyhteisöissä. Esihenkilöopas tarjoaa konkreettisia työkaluja eri sukupolvien johtamisen tueksi, kuten kehityskeskustelujen systematisoinnin, palautekäytäntöjen vahvistamisen ja työvarttien käyttöönoton. Työn rajoituksena on, että aineisto kerättiin yhden organisaation kontekstissa, joten tuloksia ei voida yleistää laajasti.";0;NO_INDICATION_OF_COLLABORATION;Miten johtaa eri sukupolvia teollisuudessa? : työkaluja esihenkilöille motivaation ja sitoutumisen tukemiseen;Humanistinen UAS;Ollas, Emmi;0;https://www.theseus.fi/handle/10024/899843;"[""No Nokia mention""]"
51;"Development of Time Management and Leadership KPIs for Managers: A Literature Review-Based Approach This thesis bridges a critical performance management gap by developing coherent managerial performance Key Performance Indicators (KPIs) that measure effectiveness in both time management and leadership domains. Virtually all contemporary KPI systems adopt a classical approach that compart-mentalizes leadership and time management as mutually exclusive fields. This produces disjointed and often confusing indicators of managerial capability, despite organizations increasingly demanding quantifiable measures in performance reviews. In response to the unsustainable effects of existing KPI systems—including burnout and short-sighted attention—this thesis incorporates the tenets of sustainable development as its core. The resulting KPI framework tracks and rewards managerial actions that ensure both organizational longevity and reform, as well as societal improvement, aligning business success with employee well-being and a positive impact on society. This study identifies, evaluates, and analyzes prevalent KPIs through a thorough literature review carried out in compliance with PRISMA guidelines. This reveals significant shortcomings, including quantitative bias, behavioral distortion (also known as Goodhart's Law), strategic misalignment, and context insensitivity.

It suggests a new and integrated Key Performance Indicator (KPI) model centered on four interrelated dimensions: Strategic Time Allocation, Leadership Influence, Operational Execution, and Team Health. In it, leading and trailing indicators—such as the Strategic Focus Ratio, Psychological Safety Score, and Innovation Implementation Rate—are merged, forming a richer diagnostic tool that goes beyond output measures to assess behaviors and systems critical to sustaining performance. Underlying it is adherence to principles of strategic fitting, behavioral clarity, and ethical use, striving to minimize adverse impacts while maintaining a culture of constructive rather than punitive benchmarking. Based on empirical case research in Finland, particularly involving Nokia and KONE, it is argued that contextual adaptability and cultural readiness are crucial for the successful implementation of KPIs. Beyond that, it also outlines a stepwise roadmap to implementation, hoping to aid organizations in transposing theory-based design to real-world applications, where leader involvement, psychological safety, and iterative tuning play key roles. Through an interwoven theoretical foundation and empirical evidence, this thesis makes a significant and practical contribution to both scholarly debate and organizational practices. It facilitates a more nuanced, equitable, and efficient approach to performance evaluation while also enhancing managerial efficiency in complex contemporary contexts.";0;NO_INDICATION_OF_COLLABORATION;Development of Time Management and Leadership KPIs for Managers: A Literature Review-Based Approach;Jyvaskyla UAS;Manjur, Sifat A;1;https://www.theseus.fi/handle/10024/907184;"[""Nokia mentioned""]"
52;"Urheiluseuran ja sponsorin yhteistyökumppanuus – Kuinka luoda lisäarvoa molemmille osapuolille : case: Tampereen Tappara Opinnäytetyössä tarkasteltiin urheiluseuran ja sponsorin välistä yhteistyökumppanuutta lisäarvon luomisen
näkökulmasta. Vaikka globaalisti tutkimuksia urheilun yhteistyökumppanuuksien lisäarvon luomisesta on
tehty, Suomessa tutkimuksia aiheesta ei juurikaan löydy. Tutkimuksen taustalla oli tarve ymmärtää, millä
tavoin Tappara ja sen yhteistyökumppanit pystyvät kehittämään kumppanuuttaan niin, että se hyödyttää
molempia osapuolia. Tavoitteena oli tunnistaa keskeiset tekijät, jotka vaikuttavat lisäarvon syntymiseen
seuran, sponsorin ja seuran kannattajien välillä.
Tutkimus toteutettiin kvalitatiivisena tutkimuksena puolistrukturoiduin teemahaastatteluin. Haastateltavina olivat seuran myyntipäällikkö, Tapparan kannattajat ja Tapparan yhteistyökumppanit, joista myyntijohtaja ja yhteistyökumppanit haastateltiin yksilöhaastatteluina videopuhelun välityksellä. Seuran kannattajat
haastateltiin Tapparan kotiottelussa Nokia Areenalla. Aineisto analysoitiin laadullisen sisällönanalyysin menetelmällä ja jokaisen haastateltavan ryhmän tulokset analysoitiin teemoittelemalla.
Tuloksissa havaittiin, että Tapparalle merkittävä lisäarvon lähde oli sen kyky tuottaa lisäarvoa omille yhteistyökumppaneilleen, sponsorien omien, suoraa lisäarvoa tuottavien toimien lisäksi. Kumppaneille lisäarvoa
puolestaan syntyi erityisesti näkyvyyden, verkostoitumisen ja brändin vahvistamisen kautta. Monille sponsoreille tärkeää oli emotionaalinen side seuraan, sekä mahdollisuus tukea Tapparan junioritoimintaa yhteistyökumppanuuden avulla. Kannattajien näkökulmasta lisäarvo syntyi aktiivisesta sponsoroinnista, joka tarjosi mieleenpainuvia kokemuksia Tapparaan liittyvissä tapahtumissa.
Johtopäätöksissä todettiin, että yhteistyökumppanuus on menestyksekkäintä, kun se perustuu vastavuoroiseen arvonluontiin ja pitkäjänteiseen yhteistyöhön. Sponsorit arvostivat erityisesti brändin näkyvyyttä, verkostoitumismahdollisuuksia ja mahdollisuutta samaistua vahvaan tamperelaiseen urheilubrändiin, kun taas
seura koki hyötyvänsä kumppaneiden taloudellisesta tuesta, verkostoista ja maineen vahvistamisesta. Lisäarvo syntyi, kun yhteistyö jatkuu logonäkyvyyttä pidemmälle ja mahdollistaa osallistumisen seuran toimintaan, tapahtumiin ja yhteiskunnallisiin arvoihin. Yhteenvetona todettiin, että lisäarvoa tuottava kumppanuus edellyttää tavoitteellista yhteistyötä, jossa molemmat osapuolet ovat aktiivisia arvonluojia.";0;NO_INDICATION_OF_COLLABORATION;Urheiluseuran ja sponsorin yhteistyökumppanuus – Kuinka luoda lisäarvoa molemmille osapuolille : case: Tampereen Tappara;Jyvaskyla UAS;Tamminen, Elias;1;https://www.theseus.fi/handle/10024/901942;"[""Nokia mentioned""]"
53;"Mobiilisovelluksen kehitys vähäkoodisella alustalla Riihisoft Oy wanted to start an internal software development project which was offered as a thesis work opportunity. The assignment of the thesis was to develop a business application using Microsoft Power Apps for streamlining certain recruitment-related processes such as job offer letter creation, particularly in small businesses. The objective was to become familiar with the phenomenon of low-code development and carry out a practical implementation based on low-code development, giving a detailed and demonstrative real-life example of this type of software development.

The thesis’ implementation method was based on an applied research method. Applied research was the best fit for the thesis implementation method because it was able to combine the examination of the theoretical background of low-code development and the implementation of a practical part based on said phenomenon. The thesis was therefore a development project report.

A fully functioning Power Apps mobile application demo was produced as the main result of the thesis work. The demo features a UI that enables users to navigate seamlessly through the app. Users can save company data to their profile and the data can be used dynamically in offer letter creation, which speeds up the process. A tool for creating and saving offer letters efficiently was also implemented.

Even though the mobile app wasn’t fully completed, the implemented features, maintenance procedures and a clear plan for possible future development ideas gave the project a strong foundation for future development. It was concluded that low-code-development can be an efficient and fast way to create applications that handle data. The results – while not necessarily representing the best or only way to build a low-code mobile application – can offer great tips, views and observations for anyone interested in low-code development.";0;NO_INDICATION_OF_COLLABORATION;Mobiilisovelluksen kehitys vähäkoodisella alustalla;Jyvaskyla UAS;Confalone, Stefano;0;https://www.theseus.fi/handle/10024/905064;"[""No Nokia mention""]"
54;Tampere's competitiveness as a congress city Congress tourism is a significant part of tourism because it brings visibility and economic benefits to the region. The purpose of this work is to investigate Tampere's competitiveness as a congress city by comparing the tourism strategies of Tampere, Jyväskylä, Helsinki and Oulu. The thesis investigates the attraction factors and development targets of the cities in question. The focus was more closely on the marketing of Tampere and in particular the role of the Tampere Convention Bureau and the effects of congress tourism on the city. The research was carried out as a qualitative study. The analysis of the data was done using different themes. As a result of the research, it was found that Tampere's marketing as a congress city is strong because the city has many years of experience in organizing events. Tampere is an attractive city with good facilities for organizing congresses, but the largest congresses end up in the capital region. The research target was the city of Tampere as a whole. The most important aspects of congress activities are  the congress facilities and services offered by the place, good transport connections, and infrastructure and accommodation services.;0;NO_INDICATION_OF_COLLABORATION;Tampere's competitiveness as a congress city;Jyvaskyla UAS;Zouane, Ali;0;https://www.theseus.fi/handle/10024/887032;"[""No Nokia mention""]"
